year,state,special,candidate,party,writein,candidatevotes,totalvotes
1988,New Mexico,FALSE,NA,NA,TRUE,36,508598
1988,New York,FALSE,William P. McMillen,libertarian,FALSE,12064,6040980
1988,New York,FALSE,Robert R. McMillan,conservative,FALSE,189226,6040980
1988,New York,FALSE,Lydia Bayoneta,workers world,FALSE,13573,6040980
1988,New York,FALSE,"James E. Harris, Jr.",socialist workers,FALSE,11239,6040980
1988,New York,FALSE,Robert R. McMillan,republican,FALSE,1686558,6040980
1988,New York,FALSE,Other,,FALSE,56,6040980
1988,New York,FALSE,Daniel Patrick Moynihan,liberal,FALSE,141471,6040980
1988,New York,FALSE,Charlene Mitchell,independent progressive line,FALSE,14770,6040980
1988,New York,FALSE,Adelle R. Nathanson,right to life,FALSE,64845,6040980
1988,New York,FALSE,Daniel Patrick Moynihan,democrat,FALSE,3907178,6040980
1988,North Dakota,FALSE,Quentin N. Burdick,democrat,FALSE,171899,289170
1988,North Dakota,FALSE,Earl Strinden,republican,FALSE,112937,289170
1988,North Dakota,FALSE,Kenneth C. Gardner,libertarian,FALSE,4334,289170
1988,Ohio,FALSE,NA,NA,TRUE,151,4352905
1988,Ohio,FALSE,Howard M. Metzenbaum,democrat,FALSE,2480038,4352905
1988,Ohio,FALSE,George V Voinovich,republican,FALSE,1872716,4352905
1988,Pennsylvania,FALSE,Joe Vignola,democrat,FALSE,1416764,4366598
1988,Pennsylvania,FALSE,Sam Blancato,new alliance,FALSE,4569,4366598
1988,Pennsylvania,FALSE,John Heinz,republican,FALSE,2901715,4366598
1988,Pennsylvania,FALSE,Darcy Richardson,consumer,FALSE,25273,4366598
1988,Pennsylvania,FALSE,Henry Haller III,libertarian,FALSE,11822,4366598
1988,Pennsylvania,FALSE,"Samuel Cross, Jr.",populist,FALSE,6455,4366598
1988,Rhode Island,FALSE,Richard A. Licht,democrat,FALSE,180717,397990
1988,Rhode Island,FALSE,John H. Chaffee,republican,FALSE,217273,397990
1988,Tennessee,FALSE,NA,NA,TRUE,45,1567181
1988,Tennessee,FALSE,Jim Sasser,democrat,FALSE,1020061,1567181
1988,Tennessee,FALSE,Bill Andersen,republican,FALSE,541033,1567181
1988,Tennessee,FALSE,Khalil-Ullah Al-Muhaymin,independent,FALSE,6042,1567181
1988,Texas,FALSE,NA,NA,TRUE,583,5323606
1988,Texas,FALSE,Lloyd Bentsen,democrat,FALSE,3149806,5323606
1988,Texas,FALSE,Beau Boulter,republican,FALSE,2129228,5323606
1988,Texas,FALSE,Jeff Daiell,libertarian,FALSE,43989,5323606
1988,Utah,FALSE,Brian H. Moss,democrat,FALSE,203364,640702
1988,Utah,FALSE,Robert J. Smith,american,FALSE,6016,640702
1988,Utah,FALSE,Orrin G. Hatch,republican,FALSE,430089,640702
1988,Utah,FALSE,William M. Arth,socialist workers,FALSE,1233,640702
1988,Vermont,FALSE,scatter,,FALSE,508,240108
1988,Vermont,FALSE,Jerry Levy,liberty union,FALSE,2533,240108
1988,Vermont,FALSE,King Milne,independent,FALSE,2424,240108
1988,Vermont,FALSE,James M. Jeffords,republican,FALSE,163183,240108
1988,Vermont,FALSE,Bill Gray,democrat,FALSE,71460,240108
1988,Virginia,FALSE,Charles S. Robb,democrat,FALSE,1474086,2068897
1988,Virginia,FALSE,NA,NA,TRUE,1159,2068897
1988,Virginia,FALSE,Maurice A. Dawkins,republican,FALSE,593652,2068897
1988,Washington,FALSE,Slade Gorton,republican,FALSE,944359,1848542
1988,Washington,FALSE,Mike Lowry,democrat,FALSE,904183,1848542
1988,West Virginia,FALSE,Robert C. Byrd,democrat,FALSE,410983,634547
1988,West Virginia,FALSE,M. Jay Wolfe,republican,FALSE,223564,634547
1988,Wisconsin,FALSE,scatter,,FALSE,933,2168190
1988,Wisconsin,FALSE,George W. Zaehringer,independent,FALSE,3965,2168190
1988,Wisconsin,FALSE,Arlyn F. Wollenburg,independent,FALSE,1198,2168190
1988,Wisconsin,FALSE,Herbert H. Kohl,democrat,FALSE,1128625,2168190
1988,Wisconsin,FALSE,Susan Engeleiter,republican,FALSE,1030440,2168190
1988,Wisconsin,FALSE,Patricia Grogan,independent,FALSE,3029,2168190
1988,Wyoming,FALSE,John P. Vinich,democrat,FALSE,89821,180964
1988,Wyoming,FALSE,Malcolm Wallop,republican,FALSE,91143,180964
1990,Alabama,FALSE,NA,NA,TRUE,150,1185154
1990,Alabama,FALSE,Howell Heflin,democrat,FALSE,717814,1185154
1990,Alabama,FALSE,Bill Cabaniss,republican,FALSE,467190,1185154
1990,Alaska,FALSE,Michael Beasley,democrat,FALSE,61152,189957
1990,Alaska,FALSE,Ted Stevens,republican,FALSE,125806,189957
1990,Alaska,FALSE,NA,NA,TRUE,2999,189957
1990,Arkansas,FALSE,David H. Pryor,democrat,FALSE,493910,494735
1990,Arkansas,FALSE,NA,NA,TRUE,825,494735
1990,Colorado,FALSE,Earl F. Dodge,prohibition,FALSE,11801,1022027
1990,Colorado,FALSE,John Heckman,concerns of people,FALSE,15432,1022027
1990,Colorado,FALSE,Hank Brown,republican,FALSE,569048,1022027
1990,Colorado,FALSE,Josie Heath,democrat,FALSE,425746,1022027
1990,Delaware,FALSE,Joseph R. Biden Jr.,democrat,FALSE,112918,180157
1990,Delaware,FALSE,M. Jane Brady,republican,FALSE,64554,180157
1990,Delaware,FALSE,NA,NA,TRUE,5,180157
1990,Delaware,FALSE,Lee Rosenbaum,libertarian,FALSE,2680,180157
1990,Georgia,FALSE,Sam Nunn,democrat,FALSE,1033439,1033439
1990,Hawaii,TRUE,Ken Schoolland,libertarian,FALSE,4787,349666
1990,Hawaii,TRUE,Patricia F. Saiki,republican,FALSE,155978,349666
1990,Hawaii,TRUE,Daniel K. Akaka,democrat,FALSE,188901,349666
1990,Idaho,FALSE,Ron J. Twilegar,democrat,FALSE,122295,315936
1990,Idaho,FALSE,Larry E. Craig,republican,FALSE,193641,315936
1990,Illinois,FALSE,Paul Simon,democrat,FALSE,2115377,3251005
1990,Illinois,FALSE,Lynn Martin,republican,FALSE,1135628,3251005
1990,Indiana,TRUE,Baron P. Hill,democrat,FALSE,696639,1502687
1990,Indiana,TRUE,Dan Coats,republican,FALSE,806048,1502687
1990,Iowa,FALSE,scatter,,FALSE,1089,983933
1990,Iowa,FALSE,Tom Harkin,democrat,FALSE,535975,983933
1990,Iowa,FALSE,Thomas J. Tauke,republican,FALSE,446869,983933
1990,Kansas,FALSE,Dick Williams,democrat,FALSE,207491,786235
1990,Kansas,FALSE,Nancy Landon Kassebaum,republican,FALSE,578605,786235
1990,Kansas,FALSE,NA,NA,TRUE,139,786235
1990,Kentucky,FALSE,Mitch McConnell,republican,FALSE,478034,916010
1990,Kentucky,FALSE,G. Harvey Sloane,democrat,FALSE,437976,916010
1990,Louisiana,FALSE,J. Bennett Johnston,democrat,FALSE,1,1
1990,Maine,FALSE,Other,,FALSE,100,520320
1990,Maine,FALSE,William S. Cohen,republican,FALSE,319167,520320
1990,Maine,FALSE,Neil Rolde,democrat,FALSE,201053,520320
1990,Massachusetts,FALSE,John F. Kerry,democrat,FALSE,1321712,2424579
1990,Massachusetts,FALSE,Jim Rappaport,republican,FALSE,992917,2424579
1990,Massachusetts,FALSE,Other,,FALSE,109950,2424579
1990,Michigan,FALSE,Susan Farquhar,workers world,FALSE,32796,2560494
1990,Michigan,FALSE,Carl Levin,democrat,FALSE,1471753,2560494
1990,Michigan,FALSE,NA,NA,TRUE,250,2560494
1990,Michigan,FALSE,Bill Schuette,republican,FALSE,1055695,2560494
1990,Minnesota,FALSE,Rudy Boschwitz,republican,FALSE,864375,1808045
1990,Minnesota,FALSE,Paul David Wellstone,democrat,FALSE,911999,1808045
1990,Minnesota,FALSE,NA,NA,TRUE,1851,1808045
1990,Minnesota,FALSE,Russell B. Bentley,grassroots,FALSE,29820,1808045
1990,Mississippi,FALSE,Thad Cochran,republican,FALSE,274244,274244
1990,Montana,FALSE,Max Baucus,democrat,FALSE,217563,319336
1990,Montana,FALSE,Allen C. Kolstad,republican,FALSE,93836,319336
1990,Montana,FALSE,Westley F. Deitchler,libertarian,FALSE,7937,319336
1990,Nebraska,FALSE,Hal Daub,republican,FALSE,243013,593828
1990,Nebraska,FALSE,J. James Exon,democrat,FALSE,349779,593828
1990,Nebraska,FALSE,NA,NA,TRUE,1036,593828
1990,New Hampshire,FALSE,John G. Elsnau,libertarian,FALSE,9717,291393
1990,New Hampshire,FALSE,Robert C. Smith,republican,FALSE,189792,291393
1990,New Hampshire,FALSE,John A. Durkin,democrat,FALSE,91299,291393
1990,New Hampshire,FALSE,NA,NA,TRUE,585,291393
1990,New Jersey,FALSE,Louis M. Stefanelli,libertarian,FALSE,13988,1938454
1990,New Jersey,FALSE,John L. Kucek,populist,FALSE,19978,1938454
1990,New Jersey,FALSE,Christine Todd Whitman,republican,FALSE,918874,1938454
1990,New Jersey,FALSE,Bill Bradley,democrat,FALSE,977810,1938454
1990,New Jersey,FALSE,Don Mackle,socialist workers,FALSE,7804,1938454
1990,New Mexico,FALSE,Tom R. Benavides,democrat,FALSE,110033,406938
1990,New Mexico,FALSE,Pete V. Domenici,republican,FALSE,296712,406938
1990,New Mexico,FALSE,NA,NA,TRUE,193,406938
1990,North Carolina,FALSE,NA,NA,TRUE,681,2069585
1990,North Carolina,FALSE,Harvey B. Gantt,democrat,FALSE,981573,2069585
1990,North Carolina,FALSE,Jesse Helms,republican,FALSE,1087331,2069585
1990,Oklahoma,FALSE,Stephen Jones,republican,FALSE,148814,884498
1990,Oklahoma,FALSE,David L. Boren,democrat,FALSE,735684,884498
1990,Oregon,FALSE,Mark O. Hatfield,republican,FALSE,590095,1099255
1990,Oregon,FALSE,Other,,FALSE,1417,1099255
1990,Oregon,FALSE,Harry Lonsdale,democrat,FALSE,507743,1099255
1990,Rhode Island,FALSE,Claudine Schneider,republican,FALSE,138947,364062
1990,Rhode Island,FALSE,Claiborne Pell,democrat,FALSE,225105,364062
1990,Rhode Island,FALSE,NA,NA,TRUE,10,364062
1990,South Carolina,FALSE,NA,NA,TRUE,450,750716
1990,South Carolina,FALSE,Strom Thurmond,republican,FALSE,482032,750716
1990,South Carolina,FALSE,Bob Cunningham,democrat,FALSE,244112,750716
1990,South Carolina,FALSE,William H. Griffin,libertarian,FALSE,13805,750716
1990,South Carolina,FALSE,Marion C. Metts,american,FALSE,10317,750716
1990,South Dakota,FALSE,Ted Muenster,democrat,FALSE,116727,258976
1990,South Dakota,FALSE,Dean L. Sinclair,independent,FALSE,6567,258976
1990,South Dakota,FALSE,Larry Pressler,republican,FALSE,135682,258976
1990,Tennessee,FALSE,Albert Gore Jr.,democrat,FALSE,530898,783922
1990,Tennessee,FALSE,William R. Hawkins,republican,FALSE,233703,783922
1990,Tennessee,FALSE,Charles Gordon Vick,independent,FALSE,8021,783922
1990,Tennessee,FALSE,NA,NA,TRUE,109,783922
1990,Tennessee,FALSE,Bill Jacox,independent,FALSE,11191,783922
1990,Texas,FALSE,Hugh Parmer,democrat,FALSE,1429986,3822157
1990,Texas,FALSE,NA,NA,TRUE,725,3822157
1990,Texas,FALSE,Gary Johnson,libertarian,FALSE,89089,3822157
1990,Texas,FALSE,Phil Gramm,republican,FALSE,2302357,3822157
1990,Virginia,FALSE,Nancy B. Spannaus,independent,FALSE,196755,1083690
1990,Virginia,FALSE,John Warner,republican,FALSE,876782,1083690
1990,Virginia,FALSE,NA,NA,TRUE,10153,1083690
1990,West Virginia,FALSE,John D. Rockefeller IV,democrat,FALSE,276234,404305
1990,West Virginia,FALSE,John Yoder,republican,FALSE,128071,404305
1990,Wyoming,FALSE,Alan K. Simpson,republican,FALSE,100784,157632
1990,Wyoming,FALSE,Kathy Helling,democrat,FALSE,56848,157632
1992,Alabama,FALSE,Richard C. Shelby,democrat,FALSE,1022698,1577799
1992,Alabama,FALSE,NA,NA,TRUE,1275,1577799
1992,Alabama,FALSE,Jerome Shockley,libertarian,FALSE,31811,1577799
1992,Alabama,FALSE,Richard Sellers,republican,FALSE,522015,1577799
1992,Alaska,FALSE,Frank H. Murkowski,republican,FALSE,127163,239714
1992,Alaska,FALSE,Tony Smith,democrat,FALSE,92065,239714
1992,Alaska,FALSE,Mary Jordan,green,FALSE,20019,239714
1992,Alaska,FALSE,NA,NA,TRUE,467,239714
1992,Arizona,FALSE,Claire Sargent,democrat,FALSE,436321,1382051
1992,Arizona,FALSE,Evan Mecham,independent,FALSE,145361,1382051
1992,Arizona,FALSE,John McCain,republican,FALSE,771395,1382051
1992,Arizona,FALSE,Kiana Delamare,libertarian,FALSE,22613,1382051
1992,Arizona,FALSE,NA,NA,TRUE,26,1382051
1992,Arizona,FALSE,Ed Finkelstein,new alliance,FALSE,6335,1382051
1992,Arkansas,FALSE,Dale Bumpers,democrat,FALSE,553635,920008
1992,Arkansas,FALSE,Mike Huckabee,republican,FALSE,366373,920008
1992,California,TRUE,Dianne Feinstein,democrat,FALSE,5853651,10782743
1992,California,FALSE,Barbara Boxer,democrat,FALSE,5173467,10799703
1992,California,TRUE,Gerald Horne,peace and freedom,FALSE,305697,10782743
1992,California,FALSE,June R. Genis,libertarian,FALSE,235919,10799703
1992,California,TRUE,Richard B. Boddie,libertarian,FALSE,247799,10782743
1992,California,FALSE,NA,NA,TRUE,267,10799703
1992,California,TRUE,Paul Meeuwenberg,american independent,FALSE,281973,10782743
1992,California,FALSE,"Jerome ""Jerry"" McCready",american independent,FALSE,373051,10799703
1992,California,TRUE,John Seymour,republican,FALSE,4093501,10782743
1992,California,FALSE,Bruce Herschensohn,republican,FALSE,4644182,10799703
1992,California,FALSE,Genevieve Torres,peace and freedom,FALSE,372817,10799703
1992,California,TRUE,NA,NA,TRUE,122,10782743
1992,Colorado,FALSE,Ben Nighthorse Campbell,democrat,FALSE,803725,1552289
1992,Colorado,FALSE,Dan Winters,independent,FALSE,20347,1552289
1992,Colorado,FALSE,Terry Considine,republican,FALSE,662893,1552289
1992,Colorado,FALSE,Matt Noah,chsritian pro-life,FALSE,22846,1552289
1992,Colorado,FALSE,Hue Futch,libertarian,FALSE,23,1552289
1992,Colorado,FALSE,Richard O. Grimes,perot's independents,FALSE,42455,1552289
1992,Connecticut,FALSE,Christopher J. Dodd,a connecticut party,FALSE,304907,1500661
1992,Connecticut,FALSE,Brook Johnson,republican,FALSE,572036,1500661
1992,Connecticut,FALSE,Richard D. Gregory,concerned citizens,FALSE,35315,1500661
1992,Connecticut,FALSE,Christopher J. Dodd,democrat,FALSE,577662,1500661
1992,Connecticut,FALSE,"Howard A. Grayson, Jr.",libertarian,FALSE,10741,1500661
1992,Florida,FALSE,Bill Grant,republican,FALSE,1716505,4962290
1992,Florida,FALSE,NA,NA,TRUE,220,4962290
1992,Florida,FALSE,Bob Graham,democrat,FALSE,3245565,4962290
1992,Georgia,FALSE,NA,NA,TRUE,11,2251587
1992,Georgia,FALSE,"Wyche Fowler, Jr.",democrat,FALSE,618877,1253991
1992,Georgia,FALSE,"Wyche Fowler, Jr.",democrat,FALSE,1108416,2251587
1992,Georgia,FALSE,Paul Coverdell,republican,FALSE,1073282,2251587
1992,Georgia,FALSE,Jim Hudson,libertarian,FALSE,69878,2251587
1992,Georgia,FALSE,Paul Coverdell,republican,FALSE,635114,1253991
1992,Hawaii,FALSE,Rick Reed,republican,FALSE,97928,363662
1992,Hawaii,FALSE,Daniel K. Inouye,democrat,FALSE,208266,363662
1992,Hawaii,FALSE,Richard O. Rowland,libertarian,FALSE,7547,363662
1992,Hawaii,FALSE,Linda B. Martin,green,FALSE,49921,363662
1992,Idaho,FALSE,Dirk Kempthorne,republican,FALSE,270468,478504
1992,Idaho,FALSE,Richard H. Stallings,democrat,FALSE,208036,478504
1992,Illinois,FALSE,John Justice,populist,FALSE,8656,4939558
1992,Illinois,FALSE,Charles A. Winter,natural law,FALSE,15118,4939558
1992,Illinois,FALSE,Richard S. Williamson,republican,FALSE,2126833,4939558
1992,Illinois,FALSE,Kathleen Kaku,socialist workers,FALSE,10056,4939558
1992,Illinois,FALSE,NA,NA,TRUE,28,4939558
1992,Illinois,FALSE,Carol Moseley-Braun,democrat,FALSE,2631229,4939558
1992,Illinois,FALSE,Alan J. Port,new alliance,FALSE,12689,4939558
1992,Illinois,FALSE,Chad Koppie,conservative,FALSE,100422,4939558
1992,Illinois,FALSE,Andrew B. Spiegel,libertarian,FALSE,34527,4939558
1992,Indiana,FALSE,Joseph H. Hogsett,democrat,FALSE,900148,2211426
1992,Indiana,FALSE,Dan Coats,republican,FALSE,1267972,2211426
1992,Indiana,FALSE,Steve Dillon,libertarian,FALSE,35733,2211426
1992,Indiana,FALSE,NA,NA,TRUE,99,2211426
1992,Indiana,FALSE,Raymond Tirado,new alliance,FALSE,7474,2211426
1992,Iowa,FALSE,Stuart Zimmerman,natural law,FALSE,16403,1292494
1992,Iowa,FALSE,Sue Atkinson,,FALSE,6277,1292494
1992,Iowa,FALSE,Jean Lloyd-Jones,democrat,FALSE,351561,1292494
1992,Iowa,FALSE,Carl Eric Olsen,grassroots,FALSE,3404,1292494
1992,Iowa,FALSE,Rosanne Freeburg,,FALSE,4999,1292494
1992,Iowa,FALSE,Chuck Grassley,republican,FALSE,899761,1292494
1992,Iowa,FALSE,Cleve Andrew Pulley,socialist workers,FALSE,1370,1292494
1992,Iowa,FALSE,Richard O'Dell Hughes,,FALSE,2918,1292494
1992,Iowa,FALSE,Blank Vote/Scattering,,FALSE,293,1292494
1992,Iowa,FALSE,Mel Boring,,FALSE,5508,1292494
1992,Kansas,FALSE,Bob Dole,republican,FALSE,706246,1126447
1992,Kansas,FALSE,Christina Campbell-Cline,independent,FALSE,45423,1126447
1992,Kansas,FALSE,Mark B. Kirk,libertarian,FALSE,25253,1126447
1992,Kansas,FALSE,Gloria O'Dell,democrat,FALSE,349525,1126447
1992,Kentucky,FALSE,David L. Williams,republican,FALSE,476604,1330858
1992,Kentucky,FALSE,Wendell H. Ford,democrat,FALSE,836888,1330858
1992,Kentucky,FALSE,James Ridenour,libertarian,FALSE,17366,1330858
1992,Louisiana,FALSE,John B. Breaux,democrat,FALSE,1,1
1992,Maryland,FALSE,Barbara A. Mikulski,democrat,FALSE,1307610,1841298
1992,Maryland,FALSE,Alan L. Keyes,republican,FALSE,533688,1841298
1992,Missouri,FALSE,Christopher S. Bond,republican,FALSE,1221901,2354916
1992,Missouri,FALSE,Geri Rothman-Serot,democrat,FALSE,1057967,2354916
1992,Missouri,FALSE,Jeanne F. Bojarski,libertarian,FALSE,75048,2354916
1992,Nevada,FALSE,"Joe S. Garcia, Jr.",independent american,FALSE,11240,495887
1992,Nevada,FALSE,Demar Dahl,republican,FALSE,199413,495887
1992,Nevada,FALSE,Harry Tootle,populist,FALSE,4429,495887
1992,Nevada,FALSE,Harry Reid,democrat,FALSE,253150,495887
1992,Nevada,FALSE,Other,,FALSE,13154,495887
1992,Nevada,FALSE,H. Kent Cromwell,libertarian,FALSE,7222,495887
1992,Nevada,FALSE,Lois Avery,natural law,FALSE,7279,495887
1992,New Hampshire,FALSE,Judd Gregg,republican,FALSE,249591,518170
1992,New Hampshire,FALSE,David Haight,natural law,FALSE,1291,518170
1992,New Hampshire,FALSE,"Kenneth E. Blevens, Sr.",independent,FALSE,4752,518170
1992,New Hampshire,FALSE,Larry Brady,independent,FALSE,9340,518170
1992,New Hampshire,FALSE,John Rauh,democrat,FALSE,234982,518170
1992,New Hampshire,FALSE,Katherine M. Alexander,libertarian,FALSE,18214,518170
1992,New York,FALSE,Alfonse D'Amato,right to life,FALSE,224914,7078805
1992,New York,FALSE,Ed Warren,socialist workers,FALSE,16724,7078805
1992,New York,FALSE,Norma Segal,libertarian,FALSE,108530,7078805
1992,New York,FALSE,Alfonse D'Amato,conservative,FALSE,289258,7078805
1992,New York,FALSE,Blank Vote/Scattering,,FALSE,619979,7078805
1992,New York,FALSE,Robert Abrams,liberal,FALSE,143199,7078805
1992,New York,FALSE,Stanley Nelson,natural law,FALSE,23747,7078805
1992,New York,FALSE,Alfonse D'Amato,republican,FALSE,2652822,7078805
1992,New York,FALSE,Mohammad T. Mehdi,new alliance,FALSE,56631,7078805
1992,New York,FALSE,Robert Abrams,democrat,FALSE,2943001,7078805
1992,North Carolina,FALSE,Bobby Yates Emory,libertarian,FALSE,85948,2577891
1992,North Carolina,FALSE,Bruce Kimball,socialist workers,FALSE,23,2577891
1992,North Carolina,FALSE,Mary Ann Zakutney,natural law,FALSE,13,2577891
1992,North Carolina,FALSE,Terry Sanford,democrat,FALSE,1194015,2577891
1992,North Carolina,FALSE,Lauch Faircloth,republican,FALSE,1297892,2577891
1992,North Dakota,FALSE,Byron L. Dorgan,democrat,FALSE,179347,303957
1992,North Dakota,FALSE,Tom Asbridge,independent,FALSE,6448,303957
1992,North Dakota,FALSE,Steve Sydness,republican,FALSE,118162,303957
1992,Ohio,FALSE,John Glenn,democrat,FALSE,2444419,4793953
1992,Ohio,FALSE,Michael DeWine,republican,FALSE,2028300,4793953
1992,Ohio,FALSE,Martha Grevatt,independent,FALSE,321234,4793953
1992,Oklahoma,FALSE,Don Nickles,republican,FALSE,757876,1294423
1992,Oklahoma,FALSE,Thomas D. Ledgerwood II,independent,FALSE,20972,1294423
1992,Oklahoma,FALSE,Steve Lewis,democrat,FALSE,494350,1294423
1992,Oklahoma,FALSE,Roy V. Edwards,independent,FALSE,21225,1294423
1992,Oregon,FALSE,Les AuCoin,democrat,FALSE,639851,1376033
1992,Oregon,FALSE,Other,,FALSE,12934,1376033
1992,Oregon,FALSE,NA,NA,TRUE,5793,1376033
1992,Oregon,FALSE,Bob Packwood,republican,FALSE,717455,1376033
1992,Pennsylvania,FALSE,Lynn Yeakel,democrat,FALSE,2224966,4802410
1992,Pennsylvania,FALSE,John F Perry III,libertarian,FALSE,219319,4802410
1992,Pennsylvania,FALSE,Arlen Specter,republican,FALSE,2358125,4802410
1992,South Carolina,FALSE,Tommy Hartnett,republican,FALSE,554175,1180438
1992,South Carolina,FALSE,Robert Barnwell Clarkson II,american,FALSE,11568,1180438
1992,South Carolina,FALSE,Ernest F. Hollings,democrat,FALSE,591030,1180438
1992,South Carolina,FALSE,NA,NA,TRUE,703,1180438
1992,South Carolina,FALSE,Mark Johnson,libertarian,FALSE,22962,1180438
1992,South Dakota,FALSE,Kent Hyde,independent,FALSE,4314,334495
1992,South Dakota,FALSE,Thomas A. Daschle,democrat,FALSE,217095,334495
1992,South Dakota,FALSE,Charlene Haar,republican,FALSE,108733,334495
1992,South Dakota,FALSE,Gus Hercules,libertarian,FALSE,4353,334495
1992,Utah,FALSE,Robert F. Bennett,republican,FALSE,420069,758479
1992,Utah,FALSE,Anita R. Morrow,populist,FALSE,17549,758479
1992,Utah,FALSE,Patricia Grogan,socialist workers,FALSE,5292,758479
1992,Utah,FALSE,Maury Modine,libertarian,FALSE,14341,758479
1992,Utah,FALSE,Wayne Owens,democrat,FALSE,301228,758479
1992,Vermont,FALSE,Patrick J. Leahy,democrat,FALSE,154762,285739
1992,Vermont,FALSE,Jerry Levy,liberty union,FALSE,5121,285739
1992,Vermont,FALSE,James H. Douglas,republican,FALSE,123854,285739
1992,Vermont,FALSE,Michael B. Godeck,freedom for larouche,FALSE,1780,285739
1992,Vermont,FALSE,NA,NA,TRUE,222,285739
1992,Washington,FALSE,Rod Chandler,republican,FALSE,1020829,2218802
1992,Washington,FALSE,Patty Murray,democrat,FALSE,1197973,2218802
1992,Wisconsin,FALSE,Blank Vote/Scattering,,FALSE,459,2455124
1992,Wisconsin,FALSE,William Bittner,libertarian,FALSE,9147,2455124
1992,Wisconsin,FALSE,Robert L. Kundert,independent,FALSE,2747,2455124
1992,Wisconsin,FALSE,"Robert W. Kasten, Jr.",republican,FALSE,1129599,2455124
1992,Wisconsin,FALSE,Russell D. Feingold,democrat,FALSE,1290662,2455124
1992,Wisconsin,FALSE,Patrick W. Johnson,independent,FALSE,16513,2455124
1992,Wisconsin,FALSE,Joseph Selliken,independent,FALSE,2733,2455124
1992,Wisconsin,FALSE,"Mervin A. Hanson, Sr.",independent,FALSE,3264,2455124
1994,Arizona,FALSE,NA,NA,TRUE,58,1119060
1994,Arizona,FALSE,Sam Coppersmith,democrat,FALSE,442510,1119060
1994,Arizona,FALSE,Scott Grainger,libertarian,FALSE,75493,1119060
1994,Arizona,FALSE,Jon Kyl,republican,FALSE,600999,1119060
1994,California,FALSE,Dianne Feinstein,democrat,FALSE,3979152,8514089
1994,California,FALSE,Barbara Blong,green,FALSE,140567,8514089
1994,California,FALSE,Elizabeth Cervantes Barron,peace and freedom,FALSE,255301,8514089
1994,California,FALSE,Paul Meeuwenberg,american independent,FALSE,142771,8514089
1994,California,FALSE,Michael Huffington,republican,FALSE,3817025,8514089
1994,California,FALSE,Richard Benjamin Boddie,libertarian,FALSE,179100,8514089
1994,California,FALSE,NA,NA,TRUE,173,8514089
1994,Connecticut,FALSE,Joseph I. Lieberman,a connecticut party,FALSE,280049,1079664
1994,Connecticut,FALSE,Gary R. Garneau,concerned citizens,FALSE,20989,1079664
1994,Connecticut,FALSE,Jerry Labriola,republican,FALSE,334833,1079664
1994,Connecticut,FALSE,Joseph I. Lieberman,democrat,FALSE,443793,1079664
1994,Delaware,FALSE,John C. Dierickx,libertarian,FALSE,3386,199000
1994,Delaware,FALSE,"William V. Roth, Jr.",republican,FALSE,111074,199000
1994,Delaware,FALSE,Charles M. Oberly,democrat,FALSE,84540,199000
1994,Florida,FALSE,Connie Mack,republican,FALSE,2895200,4106816
1994,Florida,FALSE,Hugh E. Rodham,democrat,FALSE,1210577,4106816
1994,Florida,FALSE,NA,NA,TRUE,1039,4106816
1994,Hawaii,FALSE,Daniel K. Akaka,democrat,FALSE,256189,356902
1994,Hawaii,FALSE,Maria M. Hustace,republican,FALSE,86320,356902
1994,Hawaii,FALSE,Richard (Dick) Rowland,libertarian,FALSE,14393,356902
1994,Indiana,FALSE,Richard G. Lugar,republican,FALSE,1039625,1543568
1994,Indiana,FALSE,James Jontz,democrat,FALSE,470799,1543568
1994,Indiana,FALSE,Barbara Bourland,libertarian,FALSE,17343,1543568
1994,Indiana,FALSE,Mary Catherine Barton,new alliance,FALSE,15801,1543568
1994,Maine,FALSE,Olympia J. Snowe,republican,FALSE,308244,511733
1994,Maine,FALSE,Thomas H. Andrews,democrat,FALSE,186042,511733
1994,Maine,FALSE,Plato Truman,unenrolled,FALSE,17205,511733
1994,Maine,FALSE,Other,,FALSE,242,511733
1994,Maryland,FALSE,William Brock,republican,FALSE,559908,1369101
1994,Maryland,FALSE,Paul S. Sarbanes,democrat,FALSE,809125,1369101
1994,Maryland,FALSE,NA,NA,TRUE,68,1369101
1994,Massachusetts,FALSE,Lauraleigh Dozier,libertarian,FALSE,14484,2179945
1994,Massachusetts,FALSE,W. Mitt Romney,republican,FALSE,894000,2179945
1994,Massachusetts,FALSE,"William A. Ferguson, Jr.",larouche was right,FALSE,4776,2179945
1994,Massachusetts,FALSE,Other,,FALSE,688,2179945
1994,Massachusetts,FALSE,Edward M. Kennedy,democrat,FALSE,1265997,2179945
1994,Michigan,FALSE,Jon Coon,libertarian,FALSE,128393,3043385
1994,Michigan,FALSE,Spencer Abraham,republican,FALSE,1578770,3043385
1994,Michigan,FALSE,William Roundtree,workers world,FALSE,20010,3043385
1994,Michigan,FALSE,Chris Wege,natural law,FALSE,14746,3043385
1994,Michigan,FALSE,scatter,,FALSE,506,3043385
1994,Michigan,FALSE,Bobb Carr,democrat,FALSE,1300960,3043385
1994,Minnesota,FALSE,Stephen Johnson,natural law,FALSE,5054,1772929
1994,Minnesota,FALSE,Candice E. Sjostrom,grassroots,FALSE,15920,1772929
1994,Minnesota,FALSE,Rod Grams,republican,FALSE,869653,1772929
1994,Minnesota,FALSE,NA,NA,TRUE,2614,1772929
